row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
1919,stock_foreign_nationality,count,2016,19674,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1920,stock_foreign_nationality,count,2017,19133,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1921,stock_foreign_nationality,count,2018,20044,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1922,stock_foreign_nationality,count,2019,22794,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1923,stock_foreign_nationality,count,2020,26785,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1924,stock_foreign_nationality,count,2021,26688,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1925,stock_foreign_nationality,count,2022,26077,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1926,stock_foreign_nationality,count,2023,25746,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1927,stock_foreign_nationality,count,2024,25746,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1928,stock_foreign_nationality,count,2025,27499,persons,male,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1929,stock_foreign_nationality,count,2002,21165,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1930,stock_foreign_nationality,count,2003,25252,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1931,stock_foreign_nationality,count,2004,29389,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1932,stock_foreign_nationality,count,2005,33208,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1933,stock_foreign_nationality,count,2006,36450,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1934,stock_foreign_nationality,count,2007,38390,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1935,stock_foreign_nationality,count,2008,40110,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1936,stock_foreign_nationality,count,2009,41977,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1937,stock_foreign_nationality,count,2010,41663,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1938,stock_foreign_nationality,count,2011,40601,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1939,stock_foreign_nationality,count,2012,40345,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1940,stock_foreign_nationality,count,2013,40365,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1941,stock_foreign_nationality,count,2014,38987,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1942,stock_foreign_nationality,count,2015,37348,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1943,stock_foreign_nationality,count,2016,36140,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1944,stock_foreign_nationality,count,2017,34905,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1945,stock_foreign_nationality,count,2018,35696,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1946,stock_foreign_nationality,count,2019,38626,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1947,stock_foreign_nationality,count,2020,43175,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1948,stock_foreign_nationality,count,2021,42857,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1949,stock_foreign_nationality,count,2022,42713,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1950,stock_foreign_nationality,count,2023,42132,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1951,stock_foreign_nationality,count,2024,42197,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1952,stock_foreign_nationality,count,2025,45662,persons,all,15-19,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1953,stock_foreign_nationality,count,2002,25566,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1954,stock_foreign_nationality,count,2003,32030,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1955,stock_foreign_nationality,count,2004,34810,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1956,stock_foreign_nationality,count,2005,39636,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1957,stock_foreign_nationality,count,2006,42194,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1958,stock_foreign_nationality,count,2007,41721,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1959,stock_foreign_nationality,count,2008,43014,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
1960,stock_foreign_nationality,count,2009,42945,persons,male,20-24,MA,MA,national,Eurostat,"Eurostat migr_pop1ctz bulk download (population stock by age, sex, citizenship, 1 Jan)",migr_pop1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_pop1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) nationality cross"
